step,DQN (exp_frac=0.5) - _step,DQN (exp_frac=0.5) - _step__MIN,DQN (exp_frac=0.5) - _step__MAX,DQN (exp_frac=0.5) - reward,DQN (exp_frac=0.5) - reward__MIN,DQN (exp_frac=0.5) - reward__MAX,DQN (exp_frac=0.1) - _step,DQN (exp_frac=0.1) - _step__MIN,DQN (exp_frac=0.1) - _step__MAX,DQN (exp_frac=0.1) - reward,DQN (exp_frac=0.1) - reward__MIN,DQN (exp_frac=0.1) - reward__MAX,HAP (ours) - _step,HAP (ours) - _step__MIN,HAP (ours) - _step__MAX,HAP (ours) - reward,HAP (ours) - reward__MIN,HAP (ours) - reward__MAX,SAC - _step,SAC - _step__MIN,SAC - _step__MAX,SAC - reward,SAC - reward__MIN,SAC - reward__MAX,A2C - _step,A2C - _step__MIN,A2C - _step__MAX,A2C - reward,A2C - reward__MIN,A2C - reward__MAX,TD3 - _step,TD3 - _step__MIN,TD3 - _step__MAX,TD3 - reward,TD3 - reward__MIN,TD3 - reward__MAX
39459,,,,,,,,,,,,,,,,,,,869,869,869,0.581,0.581,0.581,,,,,,,,,,,,
39463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4232,4232,4232,0.352,0.352,0.352
39464,,,,,,,88,88,88,0.099201889,0.099201889,0.099201889,,,,,,,,,,,,,,,,,,,,,,,,
39475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4234,4234,4234,0.324,0.324,0.324
39490,,,,,,,,,,,,,,,,,,,870,870,870,0.5835,0.5835,0.5835,,,,,,,,,,,,
39491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4237,4237,4237,0.341,0.341,0.341
39493,82,82,82,0.10536583039141278,0.10536583039141278,0.10536583039141278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4242,4242,4242,0.349,0.349,0.349
39520,,,,,,,,,,,,,,,,,,,871,871,871,0.595,0.595,0.595,,,,,,,,,,,,
39531,,,,,,,,,,,,,101,101,101,0.8086712016295375,0.8086712016295375,0.8086712016295375,,,,,,,,,,,,,4244,4244,4244,0.358,0.358,0.358
39542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4246,4246,4246,0.348,0.348,0.348
39550,,,,,,,,,,,,,,,,,,,872,872,872,0.587,0.587,0.587,,,,,,,,,,,,
39581,,,,,,,,,,,,,,,,,,,873,873,873,0.585,0.585,0.585,,,,,,,,,,,,
39611,,,,,,,,,,,,,,,,,,,874,874,874,0.574,0.574,0.574,,,,,,,,,,,,
39641,,,,,,,,,,,,,,,,,,,875,875,875,0.573,0.573,0.573,,,,,,,,,,,,
39672,,,,,,,,,,,,,,,,,,,876,876,876,0.5665,0.5665,0.5665,,,,,,,,,,,,
39702,,,,,,,,,,,,,,,,,,,877,877,877,0.559,0.559,0.559,,,,,,,,,,,,
39732,,,,,,,,,,,,,,,,,,,878,878,878,0.5645,0.5645,0.5645,,,,,,,,,,,,
39751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4249,4249,4249,0.356,0.356,0.356
39763,,,,,,,,,,,,,,,,,,,879,879,879,0.5605,0.5605,0.5605,,,,,,,,,,,,
39785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4255,4255,4255,0.357,0.357,0.357
39796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4257,4257,4257,0.365,0.365,0.365
39808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4259,4259,4259,0.365,0.365,0.365
39819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4261,4261,4261,0.359,0.359,0.359
39844,,,,,,,89,89,89,0.09561011,0.09561011,0.09561011,,,,,,,,,,,,,,,,,,,,,,,,
39847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4266,4266,4266,0.354,0.354,0.354
39867,83,83,83,0.094790773,0.094790773,0.094790773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4273,4273,4273,0.373,0.373,0.373
39923,,,,,,,,,,,,,102,102,102,0.8319190539036366,0.8319190539036366,0.8319190539036366,,,,,,,,,,,,,,,,,,
39926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4280,4280,4280,0.375,0.375,0.375
39931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4281,4281,4281,0.367,0.367,0.367
39943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4283,4283,4283,0.377,0.377,0.377
39968,,,,,,,,,,,,,,,,,,,880,880,880,0.5595,0.5595,0.5595,,,,,,,,,,,,
39998,,,,,,,,,,,,,,,,,,,881,881,881,0.562,0.562,0.562,,,,,,,,,,,,
40004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4294,4294,4294,0.451,0.451,0.451
40022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4297,4297,4297,0.461,0.461,0.461
40028,,,,,,,,,,,,,,,,,,,882,882,882,0.5535,0.5535,0.5535,,,,,,,,,,,,
40059,,,,,,,,,,,,,,,,,,,883,883,883,0.5565,0.5565,0.5565,,,,,,,,,,,,
40089,,,,,,,,,,,,,,,,,,,884,884,884,0.5505,0.5505,0.5505,,,,,,,,,,,,
40119,,,,,,,,,,,,,,,,,,,885,885,885,0.55,0.55,0.55,,,,,,,,,,,,
40150,,,,,,,,,,,,,,,,,,,886,886,886,0.558,0.558,0.558,,,,,,,,,,,,
40180,,,,,,,,,,,,,,,,,,,887,887,887,0.544,0.544,0.544,,,,,,,,,,,,
40184,,,,,,,,,,,,,,,,,,,,,,,,,51,51,51,0.346,0.346,0.346,,,,,,
40208,,,,,,,,,,,,,,,,,,,,,,,,,52,52,52,0.313,0.313,0.313,,,,,,
40210,,,,,,,,,,,,,,,,,,,888,888,888,0.55,0.55,0.55,,,,,,,,,,,,
40223,,,,,,,90,90,90,0.098698335,0.098698335,0.098698335,,,,,,,,,,,,,,,,,,,,,,,,
40231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4300,4300,4300,0.433,0.433,0.433
40241,,,,,,,,,,,,,,,,,,,889,889,889,0.553,0.553,0.553,,,,,,,,,,,,
40242,84,84,84,0.10759562331233721,0.10759562331233721,0.10759562331233721,,,,,,,,,,,,,,,,,,,,,,,,,4302,4302,4302,0.44,0.44,0.44
40264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4306,4306,4306,0.421,0.421,0.421
40270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4307,4307,4307,0.42,0.42,0.42
40271,,,,,,,,,,,,,,,,,,,890,890,890,0.5525,0.5525,0.5525,,,,,,,,,,,,
40292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4311,4311,4311,0.42,0.42,0.42
40298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4312,4312,4312,0.411,0.411,0.411
40314,,,,,,,,,,,,,103,103,103,0.8214151516114326,0.8214151516114326,0.8214151516114326,,,,,,,,,,,,,4315,4315,4315,0.402,0.402,0.402
40320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4316,4316,4316,0.401,0.401,0.401
40393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4329,4329,4329,0.399,0.399,0.399
40433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4336,4336,4336,0.429,0.429,0.429
40450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4339,4339,4339,0.408,0.408,0.408
40455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4340,4340,4340,0.418,0.418,0.418
40483,,,,,,,,,,,,,,,,,,,891,891,891,0.5325,0.5325,0.5325,,,,,,,4345,4345,4345,0.447,0.447,0.447
40495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4347,4347,4347,0.445,0.445,0.445
40501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4348,4348,4348,0.455,0.455,0.455
40506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4349,4349,4349,0.473,0.473,0.473
40514,,,,,,,,,,,,,,,,,,,892,892,892,0.529,0.529,0.529,,,,,,,,,,,,
40544,,,,,,,,,,,,,,,,,,,893,893,893,0.5245,0.5245,0.5245,,,,,,,,,,,,
40574,,,,,,,,,,,,,,,,,,,894,894,894,0.5225,0.5225,0.5225,,,,,,,,,,,,
40603,,,,,,,91,91,91,0.10394941903763703,0.10394941903763703,0.10394941903763703,,,,,,,,,,,,,,,,,,,,,,,,
40605,,,,,,,,,,,,,,,,,,,895,895,895,0.5205,0.5205,0.5205,,,,,,,,,,,,
40616,85,85,85,0.11110077756251116,0.11110077756251116,0.11110077756251116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40635,,,,,,,,,,,,,,,,,,,896,896,896,0.498,0.498,0.498,,,,,,,,,,,,
40666,,,,,,,,,,,,,,,,,,,897,897,897,0.4965,0.4965,0.4965,,,,,,,,,,,,
40696,,,,,,,,,,,,,,,,,,,898,898,898,0.4995,0.4995,0.4995,,,,,,,,,,,,
40705,,,,,,,,,,,,,104,104,104,0.8364285830378448,0.8364285830378448,0.8364285830378448,,,,,,,,,,,,,,,,,,
40725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4353,4353,4353,0.486,0.486,0.486
40726,,,,,,,,,,,,,,,,,,,899,899,899,0.5085,0.5085,0.5085,,,,,,,,,,,,
40736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4355,4355,4355,0.458,0.458,0.458
40747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4357,4357,4357,0.447,0.447,0.447
40757,,,,,,,,,,,,,,,,,,,900,900,900,0.499,0.499,0.499,,,,,,,,,,,,
40769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4361,4361,4361,0.448,0.448,0.448
40786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4364,4364,4364,0.475,0.475,0.475
40787,,,,,,,,,,,,,,,,,,,901,901,901,0.5015,0.5015,0.5015,,,,,,,,,,,,
40817,,,,,,,,,,,,,,,,,,,902,902,902,0.5105,0.5105,0.5105,,,,,,,,,,,,
40836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4373,4373,4373,0.41,0.41,0.41
40859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4377,4377,4377,0.407,0.407,0.407
40909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4386,4386,4386,0.409,0.409,0.409
40915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4387,4387,4387,0.401,0.401,0.401
40920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4388,4388,4388,0.375,0.375,0.375
40926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4389,4389,4389,0.384,0.384,0.384
40937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4391,4391,4391,0.372,0.372,0.372
40948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4393,4393,4393,0.372,0.372,0.372
40982,,,,,,,92,92,92,0.10720282055587589,0.10720282055587589,0.10720282055587589,,,,,,,,,,,,,,,,,,,4399,4399,4399,0.37,0.37,0.37
40987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,4400,4400,0.379,0.379,0.379
40990,86,86,86,0.10421408632951096,0.10421408632951096,0.10421408632951096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41003,,,,,,,,,,,,,,,,,,,903,903,903,0.516,0.516,0.516,,,,,,,,,,,,
41033,,,,,,,,,,,,,,,,,,,904,904,904,0.507,0.507,0.507,,,,,,,,,,,,
41064,,,,,,,,,,,,,,,,,,,905,905,905,0.507,0.507,0.507,,,,,,,,,,,,
41094,,,,,,,,,,,,,,,,,,,906,906,906,0.507,0.507,0.507,,,,,,,,,,,,
41097,,,,,,,,,,,,,105,105,105,0.829577927,0.829577927,0.829577927,,,,,,,,,,,,,,,,,,
41124,,,,,,,,,,,,,,,,,,,907,907,907,0.506,0.506,0.506,,,,,,,,,,,,
41155,,,,,,,,,,,,,,,,,,,908,908,908,0.5095,0.5095,0.5095,,,,,,,,,,,,
41185,,,,,,,,,,,,,,,,,,,909,909,909,0.514,0.514,0.514,,,,,,,,,,,,
41215,,,,,,,,,,,,,,,,,,,910,910,910,0.5215,0.5215,0.5215,,,,,,,,,,,,
41229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4409,4409,4409,0.379,0.379,0.379
41246,,,,,,,,,,,,,,,,,,,911,911,911,0.519,0.519,0.519,,,,,,,,,,,,
41276,,,,,,,,,,,,,,,,,,,912,912,912,0.542,0.542,0.542,,,,,,,,,,,,
41297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4421,4421,4421,0.431,0.431,0.431
41306,,,,,,,,,,,,,,,,,,,913,913,913,0.5585,0.5585,0.5585,,,,,,,,,,,,
41362,,,,,,,93,93,93,0.12248351234983253,0.12248351234983253,0.12248351234983253,,,,,,,,,,,,,,,,,,,,,,,,
41364,87,87,87,0.10614812074502306,0.10614812074502306,0.10614812074502306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4441,4441,4441,0.409,0.409,0.409
41422,,,,,,,,,,,,,,,,,,,,,,,,,53,53,53,0.421,0.421,0.421,,,,,,
41431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4445,4445,4445,0.407,0.407,0.407
41447,,,,,,,,,,,,,,,,,,,,,,,,,54,54,54,0.374,0.374,0.374,,,,,,
41481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4454,4454,4454,0.391,0.391,0.391
41488,,,,,,,,,,,,,106,106,106,0.807564844,0.807564844,0.807564844,,,,,,,,,,,,,,,,,,
41542,,,,,,,,,,,,,,,,,,,914,914,914,0.543,0.543,0.543,,,,,,,,,,,,
41572,,,,,,,,,,,,,,,,,,,915,915,915,0.5575,0.5575,0.5575,,,,,,,,,,,,
41602,,,,,,,,,,,,,,,,,,,916,916,916,0.564,0.564,0.564,,,,,,,,,,,,
41633,,,,,,,,,,,,,,,,,,,917,917,917,0.576,0.576,0.576,,,,,,,,,,,,
41663,,,,,,,,,,,,,,,,,,,918,918,918,0.5805,0.5805,0.5805,,,,,,,,,,,,
41676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4456,4456,4456,0.4,0.4,0.4
41693,,,,,,,,,,,,,,,,,,,919,919,919,0.5675,0.5675,0.5675,,,,,,,,,,,,
41715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4463,4463,4463,0.35,0.35,0.35
41724,,,,,,,,,,,,,,,,,,,920,920,920,0.565,0.565,0.565,,,,,,,,,,,,
41727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4465,4465,4465,0.351,0.351,0.351
41738,88,88,88,0.09517779,0.09517779,0.09517779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41741,,,,,,,94,94,94,0.12595957579739317,0.12595957579739317,0.12595957579739317,,,,,,,,,,,,,,,,,,,,,,,,
41754,,,,,,,,,,,,,,,,,,,921,921,921,0.579,0.579,0.579,,,,,,,,,,,,
41760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4471,4471,4471,0.371,0.371,0.371
41766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4472,4472,4472,0.371,0.371,0.371
41777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4474,4474,4474,0.383,0.383,0.383
41782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4475,4475,4475,0.384,0.384,0.384
41784,,,,,,,,,,,,,,,,,,,922,922,922,0.58,0.58,0.58,,,,,,,,,,,,
41788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4476,4476,4476,0.403,0.403,0.403
41794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4477,4477,4477,0.383,0.383,0.383
41815,,,,,,,,,,,,,,,,,,,923,923,923,0.5815,0.5815,0.5815,,,,,,,,,,,,
41833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4484,4484,4484,0.358,0.358,0.358
41838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4485,4485,4485,0.375,0.375,0.375
41845,,,,,,,,,,,,,,,,,,,924,924,924,0.578,0.578,0.578,,,,,,,,,,,,
41850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4487,4487,4487,0.376,0.376,0.376
41861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4489,4489,4489,0.404,0.404,0.404
41866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4490,4490,4490,0.401,0.401,0.401
41872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4491,4491,4491,0.399,0.399,0.399
41875,,,,,,,,,,,,,,,,,,,925,925,925,0.5755,0.5755,0.5755,,,,,,,,,,,,
41880,,,,,,,,,,,,,107,107,107,0.8292459779671806,0.8292459779671806,0.8292459779671806,,,,,,,,,,,,,,,,,,
41889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4494,4494,4494,0.388,0.388,0.388
41906,,,,,,,,,,,,,,,,,,,926,926,926,0.5685,0.5685,0.5685,,,,,,,4497,4497,4497,0.382,0.382,0.382
41917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4499,4499,4499,0.37,0.37,0.37
41922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500,4500,4500,0.361,0.361,0.361
41928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4501,4501,4501,0.361,0.361,0.361
42103,,,,,,,,,,,,,,,,,,,927,927,927,0.577,0.577,0.577,,,,,,,,,,,,
42112,89,89,89,0.098956057,0.098956057,0.098956057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42121,,,,,,,95,95,95,0.11863338904203796,0.11863338904203796,0.11863338904203796,,,,,,,,,,,,,,,,,,,,,,,,
42133,,,,,,,,,,,,,,,,,,,928,928,928,0.567,0.567,0.567,,,,,,,,,,,,
42136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4505,4505,4505,0.39,0.39,0.39
42164,,,,,,,,,,,,,,,,,,,929,929,929,0.576,0.576,0.576,,,,,,,,,,,,
42180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4513,4513,4513,0.384,0.384,0.384
42192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4515,4515,4515,0.396,0.396,0.396
42194,,,,,,,,,,,,,,,,,,,930,930,930,0.563,0.563,0.563,,,,,,,,,,,,
42203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4517,4517,4517,0.386,0.386,0.386
42220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4520,4520,4520,0.386,0.386,0.386
42224,,,,,,,,,,,,,,,,,,,931,931,931,0.565,0.565,0.565,,,,,,,,,,,,
42225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4521,4521,4521,0.374,0.374,0.374
42242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4524,4524,4524,0.393,0.393,0.393
42255,,,,,,,,,,,,,,,,,,,932,932,932,0.564,0.564,0.564,,,,,,,,,,,,
42271,,,,,,,,,,,,,108,108,108,0.8346973275309411,0.8346973275309411,0.8346973275309411,,,,,,,,,,,,,,,,,,
42285,,,,,,,,,,,,,,,,,,,933,933,933,0.562,0.562,0.562,,,,,,,,,,,,
42315,,,,,,,,,,,,,,,,,,,934,934,934,0.581,0.581,0.581,,,,,,,,,,,,
42331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4540,4540,4540,0.364,0.364,0.364
42337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4541,4541,4541,0.363,0.363,0.363
42343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4542,4542,4542,0.365,0.365,0.365
42346,,,,,,,,,,,,,,,,,,,935,935,935,0.5605,0.5605,0.5605,,,,,,,,,,,,
42376,,,,,,,,,,,,,,,,,,,936,936,936,0.5705,0.5705,0.5705,,,,,,,4548,4548,4548,0.36,0.36,0.36
42399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4552,4552,4552,0.366,0.366,0.366
42406,,,,,,,,,,,,,,,,,,,937,937,937,0.571,0.571,0.571,,,,,,,,,,,,
42486,90,90,90,0.10221516451856304,0.10221516451856304,0.10221516451856304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42500,,,,,,,96,96,96,0.11264380882906502,0.11264380882906502,0.11264380882906502,,,,,,,,,,,,,,,,,,,,,,,,
42588,,,,,,,,,,,,,,,,,,,938,938,938,0.565,0.565,0.565,,,,,,,,,,,,
42598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4555,4555,4555,0.378,0.378,0.378
42619,,,,,,,,,,,,,,,,,,,939,939,939,0.571,0.571,0.571,,,,,,,,,,,,
42626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4560,4560,4560,0.373,0.373,0.373
42636,,,,,,,,,,,,,,,,,,,,,,,,,55,55,55,0.377,0.377,0.377,,,,,,
42649,,,,,,,,,,,,,,,,,,,940,940,940,0.5765,0.5765,0.5765,,,,,,,,,,,,
42662,,,,,,,,,,,,,109,109,109,0.8377523281970889,0.8377523281970889,0.8377523281970889,,,,,,,,,,,,,,,,,,
42679,,,,,,,,,,,,,,,,,,,941,941,941,0.5755,0.5755,0.5755,,,,,,,,,,,,
42710,,,,,,,,,,,,,,,,,,,942,942,942,0.5665,0.5665,0.5665,,,,,,,4575,4575,4575,0.353,0.353,0.353
42732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4579,4579,4579,0.343,0.343,0.343
42740,,,,,,,,,,,,,,,,,,,943,943,943,0.5615,0.5615,0.5615,,,,,,,,,,,,
42767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4585,4585,4585,0.368,0.368,0.368
42770,,,,,,,,,,,,,,,,,,,944,944,944,0.5815,0.5815,0.5815,,,,,,,,,,,,
42784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4588,4588,4588,0.359,0.359,0.359
42800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4591,4591,4591,0.361,0.361,0.361
42801,,,,,,,,,,,,,,,,,,,945,945,945,0.585,0.585,0.585,,,,,,,,,,,,
42806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4592,4592,4592,0.361,0.361,0.361
42828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4596,4596,4596,0.381,0.381,0.381
42831,,,,,,,,,,,,,,,,,,,946,946,946,0.5985,0.5985,0.5985,,,,,,,,,,,,
42861,91,91,91,0.08724572,0.08724572,0.08724572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42862,,,,,,,,,,,,,,,,,,,947,947,947,0.5925,0.5925,0.5925,,,,,,,,,,,,
42880,,,,,,,97,97,97,0.097837916,0.097837916,0.097837916,,,,,,,,,,,,,,,,,,,,,,,,
43054,,,,,,,,,,,,,110,110,110,0.8367273715516148,0.8367273715516148,0.8367273715516148,,,,,,,,,,,,,,,,,,
43063,,,,,,,,,,,,,,,,,,,948,948,948,0.576,0.576,0.576,,,,,,,,,,,,
43085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4610,4610,4610,0.383,0.383,0.383
43090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4611,4611,4611,0.382,0.382,0.382
43093,,,,,,,,,,,,,,,,,,,949,949,949,0.584,0.584,0.584,,,,,,,,,,,,
43107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4614,4614,4614,0.391,0.391,0.391
43123,,,,,,,,,,,,,,,,,,,950,950,950,0.591,0.591,0.591,,,,,,,,,,,,
43135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4619,4619,4619,0.375,0.375,0.375
43154,,,,,,,,,,,,,,,,,,,951,951,951,0.603,0.603,0.603,,,,,,,,,,,,
43163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4624,4624,4624,0.368,0.368,0.368
43168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4625,4625,4625,0.377,0.377,0.377
43175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4626,4626,4626,0.395,0.395,0.395
43181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4627,4627,4627,0.405,0.405,0.405
43184,,,,,,,,,,,,,,,,,,,952,952,952,0.594,0.594,0.594,,,,,,,,,,,,
43214,,,,,,,,,,,,,,,,,,,953,953,953,0.596,0.596,0.596,,,,,,,,,,,,
43235,92,92,92,0.09490784,0.09490784,0.09490784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43245,,,,,,,,,,,,,,,,,,,954,954,954,0.5855,0.5855,0.5855,,,,,,,,,,,,
43259,,,,,,,98,98,98,0.10133304485744282,0.10133304485744282,0.10133304485744282,,,,,,,,,,,,,,,,,,,,,,,,
43275,,,,,,,,,,,,,,,,,,,955,955,955,0.592,0.592,0.592,,,,,,,,,,,,
43277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4644,4644,4644,0.404,0.404,0.404
43282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4645,4645,4645,0.413,0.413,0.413
43293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4647,4647,4647,0.405,0.405,0.405
43305,,,,,,,,,,,,,,,,,,,956,956,956,0.591,0.591,0.591,,,,,,,4649,4649,4649,0.387,0.387,0.387
43336,,,,,,,,,,,,,,,,,,,957,957,957,0.5985,0.5985,0.5985,,,,,,,,,,,,
43366,,,,,,,,,,,,,,,,,,,958,958,958,0.603,0.603,0.603,,,,,,,,,,,,
43445,,,,,,,,,,,,,111,111,111,0.816272056,0.816272056,0.816272056,,,,,,,,,,,,,,,,,,
43541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4658,4658,4658,0.325,0.325,0.325
43547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4659,4659,4659,0.324,0.324,0.324
43559,,,,,,,,,,,,,,,,,,,959,959,959,0.5665,0.5665,0.5665,,,,,,,,,,,,
43580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4665,4665,4665,0.304,0.304,0.304
43590,,,,,,,,,,,,,,,,,,,960,960,960,0.583,0.583,0.583,,,,,,,,,,,,
43609,93,93,93,0.11121714132455891,0.11121714132455891,0.11121714132455891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43620,,,,,,,,,,,,,,,,,,,961,961,961,0.592,0.592,0.592,,,,,,,4672,4672,4672,0.349,0.349,0.349
43631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4674,4674,4674,0.357,0.357,0.357
43636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4675,4675,4675,0.367,0.367,0.367
43639,,,,,,,99,99,99,0.092935435,0.092935435,0.092935435,,,,,,,,,,,,,,,,,,,,,,,,
43650,,,,,,,,,,,,,,,,,,,962,962,962,0.5765,0.5765,0.5765,,,,,,,,,,,,
43653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4678,4678,4678,0.39,0.39,0.39
43670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4681,4681,4681,0.375,0.375,0.375
43681,,,,,,,,,,,,,,,,,,,963,963,963,0.574,0.574,0.574,,,,,,,,,,,,
43692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4685,4685,4685,0.368,0.368,0.368
43711,,,,,,,,,,,,,,,,,,,964,964,964,0.5755,0.5755,0.5755,,,,,,,,,,,,
43726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4691,4691,4691,0.396,0.396,0.396
43731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4692,4692,4692,0.384,0.384,0.384
